customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
4976,526,1,39.11,1,1,2,112,4,LOST
13204,498,1,39.11,2,1,2,212,5,REGULARS
11151,506,1,39.11,1,1,2,112,4,LOST
20416,436,2,39.11,3,3,2,332,8,REGULARS
4955,526,1,39.11,1,1,2,112,4,LOST
9345,511,1,39.1,1,1,2,112,4,LOST
20229,458,2,39.1,3,3,2,332,8,REGULARS
20624,295,2,39.1,3,3,2,332,8,REGULARS
13858,496,1,39.1,2,1,2,212,5,REGULARS
9917,509,1,39.1,1,1,2,112,4,LOST
17775,461,2,39.05,3,3,2,332,8,REGULARS
10958,5,3,39.03,4,4,2,442,10,LOYAL
15680,365,3,39.02,3,4,2,342,9,LOYAL
1279,540,1,39.0,1,1,2,112,4,LOST
9529,511,1,38.99,1,1,2,112,4,LOST
10826,507,1,38.99,1,1,2,112,4,LOST
17944,483,1,38.99,2,1,2,212,5,REGULARS
1013,541,1,38.99,1,1,2,112,4,LOST
17275,485,1,38.99,2,1,2,212,5,REGULARS
17874,483,1,38.99,2,1,2,212,5,REGULARS
3650,531,1,38.99,1,1,2,112,4,LOST
6119,522,1,38.99,1,1,2,112,4,LOST
11058,506,1,38.99,1,1,2,112,4,LOST
15191,491,1,38.99,2,1,2,212,5,REGULARS
8429,514,1,38.99,1,1,2,112,4,LOST
18446,481,1,38.99,2,1,2,212,5,REGULARS
15116,492,1,38.98,2,1,2,212,5,REGULARS
1534,515,2,38.98,1,3,2,132,6,LOST
16643,203,2,38.98,4,3,2,432,9,ACTIVE
1526,540,1,38.98,1,1,2,112,4,LOST
12381,101,2,38.97,4,3,2,432,9,ACTIVE
4100,529,1,38.97,1,1,2,112,4,LOST
14385,232,2,38.97,3,3,2,332,8,REGULARS
22480,466,1,38.97,3,1,2,312,6,REGULARS
3729,531,1,38.97,1,1,2,112,4,LOST
22431,467,1,38.95,3,1,2,312,6,REGULARS
22871,465,1,38.95,3,1,2,312,6,REGULARS
20154,260,2,38.95,3,3,2,332,8,REGULARS
20876,472,1,38.95,2,1,2,212,5,REGULARS
8221,513,2,38.95,1,3,2,132,6,LOST
16219,488,2,38.93,2,3,2,232,7,REGULARS
4789,527,1,38.93,1,1,2,112,4,LOST
1781,328,2,38.93,3,3,2,332,8,REGULARS
3781,530,1,38.91,1,1,2,112,4,LOST
20286,475,1,38.91,2,1,2,212,5,REGULARS
11577,337,2,38.91,3,3,2,332,8,REGULARS
7444,517,1,38.9,1,1,2,112,4,LOST
18150,482,1,38.9,2,1,2,212,5,REGULARS
23037,464,1,38.9,3,1,2,312,6,REGULARS
17504,465,1,38.9,3,1,2,312,6,REGULARS
10573,507,1,38.9,1,1,2,112,4,LOST
20198,475,1,38.9,2,1,2,212,5,REGULARS
9155,506,2,38.9,1,3,2,132,6,LOST
15284,491,1,38.9,2,1,2,212,5,REGULARS
22877,464,1,38.9,3,1,2,312,6,REGULARS
13315,498,1,38.9,2,1,2,212,5,REGULARS
7242,518,1,38.9,1,1,2,112,4,LOST
18742,354,2,38.9,3,3,2,332,8,REGULARS
8543,334,2,38.9,3,3,2,332,8,REGULARS
18814,480,1,38.9,2,1,2,212,5,REGULARS
3943,530,1,38.9,1,1,2,112,4,LOST
11941,411,2,38.88,3,3,2,332,8,REGULARS
22017,12,2,38.84,4,3,2,432,9,ACTIVE
9854,100,2,38.84,4,3,2,432,9,ACTIVE
13127,28,3,38.8,4,4,2,442,10,LOYAL
5340,525,1,38.78,1,1,2,112,4,LOST
3234,533,1,38.77,1,1,2,112,4,LOST
10095,509,1,38.77,1,1,2,112,4,LOST
16669,487,1,38.77,2,1,2,212,5,REGULARS
18437,481,1,38.77,2,1,2,212,5,REGULARS
10485,508,1,38.77,1,1,2,112,4,LOST
16165,488,1,38.77,2,1,2,212,5,REGULARS
8979,512,1,38.77,1,1,2,112,4,LOST
16903,486,1,38.77,2,1,2,212,5,REGULARS
18756,468,2,38.77,3,3,2,332,8,REGULARS
3058,533,1,38.77,1,1,2,112,4,LOST
10411,505,1,38.77,2,1,2,212,5,REGULARS
16644,486,1,38.77,2,1,2,212,5,REGULARS
16846,486,1,38.77,2,1,2,212,5,REGULARS
13807,496,1,38.77,2,1,2,212,5,REGULARS
14979,492,1,38.77,2,1,2,212,5,REGULARS
6855,519,1,38.77,1,1,2,112,4,LOST
4721,527,1,38.77,1,1,2,112,4,LOST
10453,508,1,38.77,1,1,2,112,4,LOST
2997,534,1,38.77,1,1,2,112,4,LOST
3672,531,1,38.77,1,1,2,112,4,LOST
19322,476,1,38.77,2,1,2,212,5,REGULARS
17607,484,1,38.77,2,1,2,212,5,REGULARS
12409,501,1,38.77,2,1,2,212,5,REGULARS
11167,505,1,38.77,2,1,2,212,5,REGULARS
2593,535,1,38.77,1,1,2,112,4,LOST
10792,312,2,38.76,3,3,2,332,8,REGULARS
906,542,1,38.76,1,1,2,112,4,LOST
20556,257,3,38.75,3,4,2,342,9,LOYAL
9860,173,3,38.75,4,4,2,442,10,LOYAL
15002,421,2,38.75,3,3,2,332,8,REGULARS
20234,474,1,38.75,2,1,2,212,5,REGULARS
16109,434,2,38.75,3,3,2,332,8,REGULARS
16286,488,1,38.75,2,1,2,212,5,REGULARS
18708,480,1,38.74,2,1,2,212,5,REGULARS
7588,517,1,38.74,1,1,2,112,4,LOST
19749,465,1,38.74,3,1,2,312,6,REGULARS
17112,217,3,38.73,3,4,2,342,9,LOYAL
21803,460,2,38.72,3,3,2,332,8,REGULARS
5617,519,1,38.72,1,1,2,112,4,LOST
21469,470,1,38.72,3,1,2,312,6,REGULARS
20779,159,3,38.72,4,4,2,442,10,LOYAL
11416,505,1,38.71,2,1,2,212,5,REGULARS
5022,520,1,38.71,1,1,2,112,4,LOST
22366,467,1,38.71,3,1,2,312,6,REGULARS
4813,527,1,38.71,1,1,2,112,4,LOST
272,451,3,38.71,3,4,2,342,9,LOYAL
5846,500,2,38.71,2,3,2,232,7,REGULARS
3187,468,3,38.71,3,4,2,342,9,LOYAL
11263,505,1,38.71,2,1,2,212,5,REGULARS
21711,469,1,38.71,3,1,2,312,6,REGULARS
15743,368,2,38.71,3,3,2,332,8,REGULARS
8236,515,1,38.7,1,1,2,112,4,LOST
2017,537,1,38.7,1,1,2,112,4,LOST
21678,394,2,38.7,3,3,2,332,8,REGULARS
16444,53,2,38.69,4,3,2,432,9,ACTIVE
7072,100,4,38.63,4,4,2,442,10,LOYAL
23168,160,3,38.61,4,4,2,442,10,LOYAL
1527,540,1,38.6,1,1,2,112,4,LOST
5205,525,1,38.6,1,1,2,112,4,LOST
13557,148,2,38.57,4,3,2,432,9,ACTIVE
22836,298,2,38.54,3,3,2,332,8,REGULARS
18848,480,1,38.53,2,1,2,212,5,REGULARS
13927,494,2,38.53,2,3,2,232,7,REGULARS
6538,520,1,38.53,1,1,2,112,4,LOST
23274,31,2,38.53,4,3,2,432,9,ACTIVE
23212,463,1,38.51,3,1,2,312,6,REGULARS
6563,317,3,38.51,3,4,2,342,9,LOYAL
21948,468,1,38.51,3,1,2,312,6,REGULARS
20029,415,3,38.51,3,4,2,342,9,LOYAL
5421,524,1,38.51,1,1,2,112,4,LOST
20152,404,3,38.51,3,4,2,342,9,LOYAL
14297,475,2,38.51,2,3,2,232,7,REGULARS
3654,531,1,38.51,1,1,2,112,4,LOST
20472,428,2,38.51,3,3,2,332,8,REGULARS
9765,510,1,38.5,1,1,2,112,4,LOST
22962,464,1,38.5,3,1,2,312,6,REGULARS
1404,492,2,38.5,2,3,2,232,7,REGULARS
7447,514,2,38.5,1,3,2,132,6,LOST
4570,527,1,38.5,1,1,2,112,4,LOST
3583,303,2,38.5,3,3,2,332,8,REGULARS
17250,337,2,38.5,3,3,2,332,8,REGULARS
5546,448,3,38.5,3,4,2,342,9,LOYAL
5596,524,1,38.5,1,1,2,112,4,LOST
1811,495,2,38.5,2,3,2,232,7,REGULARS
6262,521,1,38.5,1,1,2,112,4,LOST
19515,477,1,38.5,2,1,2,212,5,REGULARS
15917,370,2,38.5,3,3,2,332,8,REGULARS
20671,473,1,38.5,2,1,2,212,5,REGULARS
1306,540,1,38.5,1,1,2,112,4,LOST
11504,370,2,38.5,3,3,2,332,8,REGULARS
377,544,1,38.5,1,1,2,112,4,LOST
9794,490,2,38.5,2,3,2,232,7,REGULARS
6506,520,1,38.5,1,1,2,112,4,LOST
4074,529,1,38.5,1,1,2,112,4,LOST
18982,30,3,38.5,4,4,2,442,10,LOYAL
5305,525,1,38.49,1,1,2,112,4,LOST
9400,405,2,38.48,3,3,2,332,8,REGULARS
21206,36,2,38.48,4,3,2,432,9,ACTIVE
12715,248,2,38.45,3,3,2,332,8,REGULARS
14216,495,1,38.44,2,1,2,212,5,REGULARS
17191,117,2,38.42,4,3,2,432,9,ACTIVE
1239,541,1,38.39,1,1,2,112,4,LOST
12015,236,2,38.36,3,3,2,332,8,REGULARS
19457,478,1,38.35,2,1,2,212,5,REGULARS
7673,42,3,38.35,4,4,2,442,10,LOYAL
14828,493,1,38.34,2,1,2,212,5,REGULARS
16478,487,1,38.33,2,1,2,212,5,REGULARS
23202,463,1,38.33,3,1,2,312,6,REGULARS
1554,539,1,38.33,1,1,2,112,4,LOST
11512,504,1,38.33,2,1,2,212,5,REGULARS
42,544,2,38.32,1,3,2,132,6,LOST
4815,474,2,38.32,2,3,2,232,7,REGULARS
12777,500,1,38.32,2,1,2,212,5,REGULARS
20791,472,1,38.31,2,1,2,212,5,REGULARS
11992,503,1,38.31,2,1,2,212,5,REGULARS
3484,532,1,38.31,1,1,2,112,4,LOST
17745,483,1,38.31,2,1,2,212,5,REGULARS
3346,532,1,38.31,1,1,2,112,4,LOST
5706,523,1,38.31,1,1,2,112,4,LOST
19900,476,1,38.31,2,1,2,212,5,REGULARS
16068,489,1,38.3,2,1,2,212,5,REGULARS
4878,526,2,38.29,1,3,2,132,6,LOST
21327,471,1,38.29,3,1,2,312,6,REGULARS
19685,477,1,38.29,2,1,2,212,5,REGULARS
3868,347,2,38.27,3,3,2,332,8,REGULARS
22049,193,3,38.27,4,4,2,442,10,LOYAL
16901,27,2,38.25,4,3,2,432,9,ACTIVE
10342,508,1,38.25,1,1,2,112,4,LOST
16283,423,2,38.23,3,3,2,332,8,REGULARS
13342,207,3,38.15,3,4,2,342,9,LOYAL
3287,532,1,38.13,1,1,2,112,4,LOST
20913,472,1,38.13,2,1,2,212,5,REGULARS
12707,101,2,38.12,4,3,2,432,9,ACTIVE
6384,520,1,38.11,1,1,2,112,4,LOST
21006,472,2,38.11,2,3,2,232,7,REGULARS
17075,485,1,38.11,2,1,2,212,5,REGULARS
10968,506,1,38.1,1,1,2,112,4,LOST
20043,475,1,38.1,2,1,2,212,5,REGULARS
10608,507,1,38.1,1,1,2,112,4,LOST
10846,507,1,38.1,1,1,2,112,4,LOST
10022,509,1,38.1,1,1,2,112,4,LOST
6123,522,1,38.1,1,1,2,112,4,LOST
6755,308,3,38.1,3,4,2,342,9,LOYAL
11649,504,1,38.09,2,1,2,212,5,REGULARS
19443,463,2,38.07,3,3,2,332,8,REGULARS
21982,468,1,38.06,3,1,2,312,6,REGULARS
18841,479,1,38.06,2,1,2,212,5,REGULARS
13177,157,3,38.05,4,4,2,442,10,LOYAL
6419,148,3,38.04,4,4,2,442,10,LOYAL
337,61,2,38.03,4,3,2,432,9,ACTIVE
1227,266,2,38.03,3,3,2,332,8,REGULARS
10655,265,3,38.02,3,4,2,342,9,LOYAL
3658,531,1,37.99,1,1,2,112,4,LOST
12105,502,1,37.99,2,1,2,212,5,REGULARS
10765,507,1,37.99,1,1,2,112,4,LOST
3845,530,1,37.99,1,1,2,112,4,LOST
10545,507,1,37.99,1,1,2,112,4,LOST
2740,535,1,37.99,1,1,2,112,4,LOST
16076,489,1,37.98,2,1,2,212,5,REGULARS
22303,467,1,37.98,3,1,2,312,6,REGULARS
4109,529,1,37.98,1,1,2,112,4,LOST
15977,489,1,37.98,2,1,2,212,5,REGULARS
2334,536,1,37.98,1,1,2,112,4,LOST
5773,523,1,37.98,1,1,2,112,4,LOST
13627,497,1,37.98,2,1,2,212,5,REGULARS
6846,519,1,37.98,1,1,2,112,4,LOST
3438,524,1,37.98,1,1,2,112,4,LOST
12279,502,1,37.98,2,1,2,212,5,REGULARS
13234,447,2,37.98,3,3,2,332,8,REGULARS
23028,464,1,37.98,3,1,2,312,6,REGULARS
543,543,1,37.98,1,1,2,112,4,LOST
16170,488,1,37.98,2,1,2,212,5,REGULARS
11879,503,1,37.97,2,1,2,212,5,REGULARS
14029,496,1,37.97,2,1,2,212,5,REGULARS
22072,468,1,37.97,3,1,2,312,6,REGULARS
18083,482,1,37.97,2,1,2,212,5,REGULARS
1150,541,1,37.97,1,1,2,112,4,LOST
21873,469,1,37.96,3,1,2,312,6,REGULARS
23155,463,1,37.95,3,1,2,312,6,REGULARS
20309,194,2,37.95,4,3,2,432,9,ACTIVE
21509,14,3,37.95,4,4,2,442,10,LOYAL
8240,344,2,37.95,3,3,2,332,8,REGULARS
14720,73,2,37.95,4,3,2,432,9,ACTIVE
14062,24,3,37.94,4,4,2,442,10,LOYAL
2691,535,1,37.94,1,1,2,112,4,LOST
13130,498,1,37.94,2,1,2,212,5,REGULARS
8737,115,2,37.94,4,3,2,432,9,ACTIVE
20592,100,3,37.94,4,4,2,442,10,LOYAL
19775,370,2,37.91,3,3,2,332,8,REGULARS
3013,533,1,37.91,1,1,2,112,4,LOST
13398,498,1,37.91,2,1,2,212,5,REGULARS
8109,515,1,37.91,1,1,2,112,4,LOST
15156,492,1,37.91,2,1,2,212,5,REGULARS
3088,500,1,37.91,2,1,2,212,5,REGULARS
21155,471,1,37.91,3,1,2,312,6,REGULARS
9957,509,1,37.91,1,1,2,112,4,LOST
16835,486,1,37.91,2,1,2,212,5,REGULARS
1953,319,2,37.91,3,3,2,332,8,REGULARS
5428,524,1,37.91,1,1,2,112,4,LOST
14584,493,1,37.91,2,1,2,212,5,REGULARS
2832,534,1,37.91,1,1,2,112,4,LOST
21635,470,1,37.91,3,1,2,312,6,REGULARS
21669,462,1,37.91,3,1,2,312,6,REGULARS
14490,494,1,37.91,2,1,2,212,5,REGULARS
5185,525,1,37.91,1,1,2,112,4,LOST
9042,512,1,37.9,1,1,2,112,4,LOST
10527,477,2,37.9,2,3,2,232,7,REGULARS
21507,399,2,37.9,3,3,2,332,8,REGULARS
15700,490,1,37.9,2,1,2,212,5,REGULARS
6279,521,1,37.9,1,1,2,112,4,LOST
23226,463,1,37.9,3,1,2,312,6,REGULARS
22007,468,1,37.9,3,1,2,312,6,REGULARS
1966,538,1,37.89,1,1,2,112,4,LOST
18204,42,2,37.87,4,3,2,432,9,ACTIVE
9035,223,2,37.85,3,3,2,332,8,REGULARS
9160,118,3,37.85,4,4,2,442,10,LOYAL
21802,469,1,37.84,3,1,2,312,6,REGULARS
11848,503,1,37.79,2,1,2,212,5,REGULARS
2231,537,1,37.77,1,1,2,112,4,LOST
21307,264,2,37.76,3,3,2,332,8,REGULARS
12606,500,1,37.76,2,1,2,212,5,REGULARS
8122,515,1,37.76,1,1,2,112,4,LOST
13294,498,1,37.75,2,1,2,212,5,REGULARS
6643,291,2,37.75,3,3,2,332,8,REGULARS
21128,216,3,37.75,3,4,2,342,9,LOYAL
16148,183,2,37.75,4,3,2,432,9,ACTIVE
22782,110,2,37.75,4,3,2,432,9,ACTIVE
16336,196,3,37.75,4,4,2,442,10,LOYAL
6495,462,2,37.75,3,3,2,332,8,REGULARS
14542,259,2,37.75,3,3,2,332,8,REGULARS
7239,518,1,37.74,1,1,2,112,4,LOST
4761,527,1,37.74,1,1,2,112,4,LOST
1214,514,2,37.74,1,3,2,132,6,LOST
21945,468,1,37.74,3,1,2,312,6,REGULARS
20080,475,1,37.73,2,1,2,212,5,REGULARS
361,128,2,37.73,4,3,2,432,9,ACTIVE
11668,88,3,37.73,4,4,2,442,10,LOYAL
17059,485,1,37.73,2,1,2,212,5,REGULARS
19173,169,2,37.72,4,3,2,432,9,ACTIVE
9991,306,3,37.71,3,4,2,342,9,LOYAL
21158,471,1,37.71,3,1,2,312,6,REGULARS
14623,395,3,37.71,3,4,2,342,9,LOYAL
11437,505,1,37.71,2,1,2,212,5,REGULARS
895,423,2,37.71,3,3,2,332,8,REGULARS
283,544,1,37.71,1,1,2,112,4,LOST
6657,520,1,37.71,1,1,2,112,4,LOST
20338,348,2,37.71,3,3,2,332,8,REGULARS
2105,476,2,37.68,2,3,2,232,7,REGULARS
22770,465,1,37.67,3,1,2,312,6,REGULARS
7164,287,2,37.67,3,3,2,332,8,REGULARS
8603,335,2,37.65,3,3,2,332,8,REGULARS
17378,59,2,37.64,4,3,2,432,9,ACTIVE
16949,141,2,37.64,4,3,2,432,9,ACTIVE
16398,481,2,37.64,2,3,2,232,7,REGULARS
9611,510,1,37.56,1,1,2,112,4,LOST
18367,56,3,37.56,4,4,2,442,10,LOYAL
20764,473,1,37.55,2,1,2,212,5,REGULARS
2912,266,3,37.55,3,4,2,342,9,LOYAL
22999,463,1,37.54,3,1,2,312,6,REGULARS
6287,521,1,37.54,1,1,2,112,4,LOST
4296,513,1,37.54,1,1,2,112,4,LOST
13281,465,2,37.54,3,3,2,332,8,REGULARS
22459,466,1,37.54,3,1,2,312,6,REGULARS
16959,473,2,37.54,2,3,2,232,7,REGULARS
12274,499,1,37.54,2,1,2,212,5,REGULARS
12239,124,2,37.53,4,3,2,432,9,ACTIVE
17270,485,1,37.53,2,1,2,212,5,REGULARS
16743,486,1,37.52,2,1,2,212,5,REGULARS
7133,518,1,37.51,1,1,2,112,4,LOST
4558,527,1,37.51,1,1,2,112,4,LOST
10804,507,1,37.51,1,1,2,112,4,LOST
4875,407,2,37.51,3,3,2,332,8,REGULARS
16525,487,1,37.51,2,1,2,212,5,REGULARS
20533,474,1,37.51,2,1,2,212,5,REGULARS
12510,499,1,37.51,2,1,2,212,5,REGULARS
12784,500,1,37.51,2,1,2,212,5,REGULARS
3744,530,1,37.51,1,1,2,112,4,LOST
6124,517,2,37.51,1,3,2,132,6,LOST
10923,506,1,37.51,1,1,2,112,4,LOST
9940,506,1,37.51,1,1,2,112,4,LOST
12299,355,3,37.51,3,4,2,342,9,LOYAL
4300,477,2,37.51,2,3,2,232,7,REGULARS
6785,520,1,37.51,1,1,2,112,4,LOST
8886,513,1,37.51,1,1,2,112,4,LOST
8061,515,1,37.51,1,1,2,112,4,LOST
8214,505,2,37.51,2,3,2,232,7,REGULARS
12853,497,2,37.51,2,3,2,232,7,REGULARS
19833,459,2,37.51,3,3,2,332,8,REGULARS
4620,527,1,37.51,1,1,2,112,4,LOST
847,542,1,37.51,1,1,2,112,4,LOST
18255,467,2,37.51,3,3,2,332,8,REGULARS
10756,507,1,37.51,1,1,2,112,4,LOST
14652,493,1,37.51,2,1,2,212,5,REGULARS
7907,473,2,37.51,2,3,2,232,7,REGULARS
17677,483,1,37.51,2,1,2,212,5,REGULARS
22405,459,2,37.51,3,3,2,332,8,REGULARS
4063,529,1,37.51,1,1,2,112,4,LOST
23243,463,1,37.5,3,1,2,312,6,REGULARS
4212,529,1,37.5,1,1,2,112,4,LOST
19185,479,1,37.5,2,1,2,212,5,REGULARS
20427,474,1,37.49,2,1,2,212,5,REGULARS
6906,454,2,37.49,3,3,2,332,8,REGULARS
12412,498,1,37.48,2,1,2,212,5,REGULARS
16233,488,1,37.48,2,1,2,212,5,REGULARS
5032,45,2,37.48,4,3,2,432,9,ACTIVE
12035,502,1,37.47,2,1,2,212,5,REGULARS
14467,494,1,37.47,2,1,2,212,5,REGULARS
15813,490,1,37.47,2,1,2,212,5,REGULARS
9543,455,2,37.47,3,3,2,332,8,REGULARS
13410,286,2,37.47,3,3,2,332,8,REGULARS
22282,467,1,37.47,3,1,2,312,6,REGULARS
267,544,1,37.47,1,1,2,112,4,LOST
3299,278,2,37.47,3,3,2,332,8,REGULARS
5590,512,2,37.47,1,3,2,132,6,LOST
5691,523,1,37.47,1,1,2,112,4,LOST
20107,475,1,37.47,2,1,2,212,5,REGULARS
9786,510,1,37.47,1,1,2,112,4,LOST
630,543,1,37.47,1,1,2,112,4,LOST
7106,518,1,37.47,1,1,2,112,4,LOST
20014,225,2,37.45,3,3,2,332,8,REGULARS
8033,234,2,37.45,3,3,2,332,8,REGULARS
4902,147,4,37.44,4,4,2,442,10,LOYAL
18567,180,2,37.44,4,3,2,432,9,ACTIVE
12514,199,3,37.43,4,4,2,442,10,LOYAL
22380,467,1,37.35,3,1,2,312,6,REGULARS
9648,507,2,37.33,1,3,2,132,6,LOST
20003,476,1,37.33,2,1,2,212,5,REGULARS
21652,432,2,37.33,3,3,2,332,8,REGULARS
15885,364,2,37.33,3,3,2,332,8,REGULARS
17958,286,2,37.32,3,3,2,332,8,REGULARS
13612,497,1,37.31,2,1,2,212,5,REGULARS
5363,525,1,37.31,1,1,2,112,4,LOST
18843,416,2,37.31,3,3,2,332,8,REGULARS
7360,504,1,37.31,2,1,2,212,5,REGULARS
16761,486,1,37.31,2,1,2,212,5,REGULARS
12107,502,1,37.31,2,1,2,212,5,REGULARS
8292,514,1,37.31,1,1,2,112,4,LOST
8561,506,2,37.31,1,3,2,132,6,LOST
672,367,2,37.3,3,3,2,332,8,REGULARS
1945,538,1,37.3,1,1,2,112,4,LOST
9751,510,1,37.3,1,1,2,112,4,LOST
17352,484,1,37.3,2,1,2,212,5,REGULARS
10799,489,2,37.26,2,3,2,232,7,REGULARS
15164,492,1,37.26,2,1,2,212,5,REGULARS
15499,490,2,37.26,2,3,2,232,7,REGULARS
3548,237,2,37.25,3,3,2,332,8,REGULARS
6902,223,2,37.25,3,3,2,332,8,REGULARS
17063,200,3,37.24,4,4,2,442,10,LOYAL
21076,356,2,37.24,3,3,2,332,8,REGULARS
20768,396,2,37.23,3,3,2,332,8,REGULARS
11179,199,3,37.23,4,4,2,442,10,LOYAL
4261,527,1,37.2,1,1,2,112,4,LOST
820,135,2,37.19,4,3,2,432,9,ACTIVE
22208,467,1,37.14,3,1,2,312,6,REGULARS
14631,490,1,37.14,2,1,2,212,5,REGULARS
1943,419,3,37.11,3,4,2,342,9,LOYAL
14920,492,1,37.11,2,1,2,212,5,REGULARS
4512,528,1,37.11,1,1,2,112,4,LOST
15329,486,1,37.11,2,1,2,212,5,REGULARS
696,543,1,37.11,1,1,2,112,4,LOST
12395,384,3,37.1,3,4,2,342,9,LOYAL
4304,376,2,37.1,3,3,2,332,8,REGULARS
15260,463,2,37.1,3,3,2,332,8,REGULARS
6304,318,2,37.06,3,3,2,332,8,REGULARS
10149,58,3,37.03,4,4,2,442,10,LOYAL
7017,519,1,37.03,1,1,2,112,4,LOST
8288,515,1,37.0,1,1,2,112,4,LOST
12575,500,1,36.99,2,1,2,212,5,REGULARS
8581,514,1,36.99,1,1,2,112,4,LOST
10724,507,1,36.99,1,1,2,112,4,LOST
5432,524,1,36.99,1,1,2,112,4,LOST
16972,486,1,36.99,2,1,2,212,5,REGULARS
883,535,1,36.99,1,1,2,112,4,LOST
21440,470,1,36.99,3,1,2,312,6,REGULARS
3379,532,1,36.99,1,1,2,112,4,LOST
7060,519,1,36.99,1,1,2,112,4,LOST
11223,505,1,36.99,2,1,2,212,5,REGULARS
16346,301,2,36.99,3,3,2,332,8,REGULARS
1398,177,2,36.98,4,3,2,432,9,ACTIVE
11334,505,1,36.98,2,1,2,212,5,REGULARS
12605,89,2,36.98,4,3,2,432,9,ACTIVE
16570,487,1,36.97,2,1,2,212,5,REGULARS
14588,493,1,36.97,2,1,2,212,5,REGULARS
5914,523,1,36.97,1,1,2,112,4,LOST
3507,531,1,36.97,1,1,2,112,4,LOST
11332,372,2,36.97,3,3,2,332,8,REGULARS
19736,472,1,36.96,2,1,2,212,5,REGULARS
22271,114,2,36.96,4,3,2,432,9,ACTIVE
363,543,2,36.96,1,3,2,132,6,LOST
5934,104,3,36.95,4,4,2,442,10,LOYAL
22577,466,1,36.95,3,1,2,312,6,REGULARS
17057,472,2,36.95,2,3,2,232,7,REGULARS
18457,234,3,36.95,3,4,2,342,9,LOYAL
7823,495,2,36.95,2,3,2,232,7,REGULARS
10978,249,2,36.95,3,3,2,332,8,REGULARS
22340,222,2,36.94,3,3,2,332,8,REGULARS
2563,521,2,36.94,1,3,2,132,6,LOST
13743,497,1,36.93,2,1,2,212,5,REGULARS
18987,479,1,36.93,2,1,2,212,5,REGULARS
7305,476,2,36.93,2,3,2,232,7,REGULARS
4578,214,3,36.93,3,4,2,342,9,LOYAL
19738,312,2,36.93,3,3,2,332,8,REGULARS
16696,485,1,36.93,2,1,2,212,5,REGULARS
17700,382,2,36.93,3,3,2,332,8,REGULARS
10028,424,2,36.93,3,3,2,332,8,REGULARS
5920,522,1,36.91,1,1,2,112,4,LOST
734,336,2,36.91,3,3,2,332,8,REGULARS
6034,489,2,36.91,2,3,2,232,7,REGULARS
8703,444,2,36.91,3,3,2,332,8,REGULARS
18486,379,2,36.89,3,3,2,332,8,REGULARS
19995,306,2,36.89,3,3,2,332,8,REGULARS
20038,476,1,36.86,2,1,2,212,5,REGULARS
2853,231,2,36.86,3,3,2,332,8,REGULARS
9504,85,2,36.86,4,3,2,432,9,ACTIVE
16691,73,2,36.84,4,3,2,432,9,ACTIVE
7607,517,1,36.84,1,1,2,112,4,LOST
8287,197,6,36.79,4,4,2,442,10,LOYAL
11769,503,1,36.78,2,1,2,212,5,REGULARS
15839,489,2,36.77,2,3,2,232,7,REGULARS
5124,12,2,36.77,4,3,2,432,9,ACTIVE
16090,448,2,36.77,3,3,2,332,8,REGULARS
22761,465,1,36.76,3,1,2,312,6,REGULARS
15115,492,1,36.76,2,1,2,212,5,REGULARS
11351,505,1,36.76,2,1,2,212,5,REGULARS
5482,372,2,36.76,3,3,2,332,8,REGULARS
16245,488,1,36.76,2,1,2,212,5,REGULARS
16905,486,1,36.76,2,1,2,212,5,REGULARS
17572,225,2,36.76,3,3,2,332,8,REGULARS
16666,487,2,36.75,2,3,2,232,7,REGULARS
23467,462,1,36.75,3,1,2,312,6,REGULARS
2199,537,1,36.75,1,1,2,112,4,LOST
23522,462,1,36.74,3,1,2,312,6,REGULARS
23475,462,1,36.74,3,1,2,312,6,REGULARS
749,543,1,36.74,1,1,2,112,4,LOST
21099,428,2,36.74,3,3,2,332,8,REGULARS
14532,494,1,36.74,2,1,2,212,5,REGULARS
4001,529,1,36.74,1,1,2,112,4,LOST
21378,19,2,36.73,4,3,2,432,9,ACTIVE
20482,275,3,36.73,3,4,2,342,9,LOYAL
4630,527,1,36.73,1,1,2,112,4,LOST
20642,473,1,36.73,2,1,2,212,5,REGULARS
6012,522,1,36.73,1,1,2,112,4,LOST
22091,468,1,36.73,3,1,2,312,6,REGULARS
13580,497,1,36.73,2,1,2,212,5,REGULARS
372,434,2,36.73,3,3,2,332,8,REGULARS
174,540,2,36.73,1,3,2,132,6,LOST
22869,445,2,36.72,3,3,2,332,8,REGULARS
16177,488,1,36.72,2,1,2,212,5,REGULARS
6206,522,1,36.71,1,1,2,112,4,LOST
19568,301,2,36.71,3,3,2,332,8,REGULARS
12214,502,1,36.71,2,1,2,212,5,REGULARS
448,544,1,36.71,1,1,2,112,4,LOST
5322,525,1,36.7,1,1,2,112,4,LOST
3932,528,1,36.68,1,1,2,112,4,LOST
6670,185,2,36.68,4,3,2,432,9,ACTIVE
16365,76,2,36.64,4,3,2,432,9,ACTIVE
15045,130,2,36.61,4,3,2,432,9,ACTIVE
4118,64,2,36.6,4,3,2,432,9,ACTIVE
6864,506,2,36.55,1,3,2,132,6,LOST
13522,497,1,36.54,2,1,2,212,5,REGULARS
9549,125,2,36.54,4,3,2,432,9,ACTIVE
7214,518,1,36.54,1,1,2,112,4,LOST
